File Name,A_precision,A_recall,A_f1-score,A_Jaccard Index,A_accuracy,A_FDR,B_precision,B_recall,B_f1-score,B_Jaccard Index,B_accuracy,B_FDR,No. Interictal Events,No. Ictal Events,SNR,RMS,Kurtosis,Skewness,MAD,Peak-to-Peak,Entropy,PSD,Session,Detector,Precision_Category,Quality Features
20170926_slice01_01_CTRL1_57,1.0,1.0,1.0,1.0,1.0,0.0,0.829,0.492,0.617,0.446,0.446,0.171,64,4,21.12063746747584,48.33810815495369,64.99265879204171,3.516831188344598,19.70948658491112,1460,0.2224537867124689,1.269673565567188,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_31,1.0,0.875,0.933,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,5,13.04168091710906,19.27325698272667,58.3332561762468,-1.752020508217978,11.17585837733581,647,0.4459796507313918,0.2995147237647794,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_43,1.0,1.0,1.0,1.0,1.0,0.0,0.125,0.015,0.027,0.014,0.014,0.875,66,4,20.25631451535802,36.09936334849503,81.11334413964359,4.02113567574207,14.77227265904631,1242,0.2477402772814939,0.7984263270274983,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42,6,9.057125399853119,13.23457373489772,16.46795501269669,-0.3785767997391018,9.770918460134423,407,0.6772753863425937,0.1461447899497511,20170926,0,0,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_74,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,4,14.93261371168177,23.95066019155028,83.76097696276616,2.511286424894124,13.16395010783425,984,0.3076090339803559,0.4758499251639034,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67,4,16.40889525141657,26.91371290294638,90.49989418648478,-0.7670544814488428,13.87968237936605,1054,0.2879022608216195,0.633145166151458,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_65,1.0,1.0,1.0,1.0,1.0,0.0,0.741,0.377,0.5,0.333,0.333,0.259,55,4,18.13352277048303,37.96826141295151,66.12623616462847,3.67330474915301,17.56510381820556,1248,0.2576780045956784,0.7020255051871465,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_44,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37,4,16.88402561547229,25.15273888885883,73.23860645736539,3.528471975077081,12.68798766408981,873,0.3389316913266747,0.4445442507962015,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_64,1.0,1.0,1.0,1.0,1.0,0.0,0.632,0.245,0.353,0.214,0.214,0.368,51,4,17.28675464697944,38.0888277473417,60.32971078630357,3.443274899439139,18.02992600782146,1234,0.2664179119510918,0.7345538449802447,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_67,1.0,1.0,1.0,1.0,1.0,0.0,0.902,0.578,0.705,0.544,0.544,0.098,72,4,18.75486124781557,37.52614483781792,71.37150138895164,3.541468509633154,17.1685894002702,1290,0.2473377324703352,0.808164949829905,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_56,1.0,1.0,1.0,1.0,1.0,0.0,0.806,0.41,0.543,0.373,0.373,0.194,67,4,19.13539250401973,39.75626821996473,71.01162904506482,4.147971951740169,17.95511849949197,1286,0.2478576701772268,0.8663817591911221,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_77,1.0,1.0,1.0,1.0,1.0,0.0,0.853,0.483,0.617,0.446,0.446,0.147,61,4,21.97903702053492,52.22004127301658,62.18987471618199,3.340733857508003,20.63250553566513,1528,0.2156390772108729,1.417381476384071,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170926_slice01_01_CTRL1_68,1.0,1.0,1.0,1.0,1.0,0.0,0.894,0.667,0.764,0.618,0.618,0.106,68,4,17.87343001082643,36.78649194639551,90.58170500551891,1.91627975790376,16.97805550176992,1320,0.2403108471497557,1.11352194694912,20170926,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171124_slice04_01_CTRL1_84,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,13.02320913345186,24.69795155136015,45.8716992686954,3.383499101598527,13.87276923893333,766,0.4009534844086938,0.3971347803593024,20171124,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171124_slice04_01_CTRL1_66,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,10.813498980315,22.88055528172339,36.82438951639772,1.301642752294375,14.15300632499375,818,0.378876922315505,0.355572496753506,20171124,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171124_slice04_01_CTRL1_87,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,14.05885016530686,30.52871014853614,47.40553791479918,2.999702728809048,16.14935877473334,1067,0.300086520298662,0.4468701377261586,20171124,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171124_slice04_01_CTRL1_83,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,13.56739132348255,25.60914934972786,59.40269028255519,4.662573665112786,13.4733201472677,849,0.3575799583799623,0.4552102983844262,20171124,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171124_slice04_01_CTRL1_86,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,12.56236661313161,24.80393784260878,33.45510214720478,1.125655685093989,14.43539511236251,856,0.3628795594789608,0.4051077245471593,20171124,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171124_slice04_01_CTRL1_85,0.8,1.0,0.889,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0,4,10.44258959579638,30.97140049707149,51.80281500680331,4.010489662750706,16.04788285287291,987,0.3247858959234906,0.5212892835865586,20171124,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170224_slice02_04_CTRL2_0005_16,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.026,0.051,0.026,0.026,0.0,38,5,9.632199408966276,110.2538757436754,14.70319524289816,1.120347907896383,78.51910013856816,2220,0.1928484411441573,8.273779524820952,20170224,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170224_slice02_04_CTRL2_0005_17,1.0,1.0,1.0,1.0,1.0,0.0,0.824,0.757,0.789,0.651,0.651,0.176,38,5,18.70567131776822,38.06480939451627,69.50480409380911,-1.476956735650548,16.19393490627477,1314,0.2421181356754018,1.057840798961388,20170224,0,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_42,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.043,0.071,0.037,0.037,0.8,23,4,13.62555539814917,19.65701999286769,25.71072197247081,2.698613775944509,10.64379914055834,368,0.7782456566176607,0.1742863020048684,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_65,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,4,11.78993309255457,42.11391528738849,16.62785919212444,-0.07446429010585219,24.5757937973986,874,0.4013790564799853,1.327021243741053,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_56,1.0,1.0,1.0,1.0,1.0,0.0,0.444,0.348,0.39,0.242,0.242,0.556,26,4,24.87318401279093,96.8846806646954,31.94782228237263,2.746152253193717,35.0020226720625,1632,0.2123685198507409,5.255784250990136,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_64,1.0,0.75,0.857,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,10.30707353179075,158.7247958364834,10.72861816835893,0.2566390196526483,99.85506256782223,2543,0.1786257628831249,16.11474186683827,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_43,1.0,1.0,1.0,1.0,1.0,0.0,0.091,0.032,0.048,0.024,0.024,0.909,31,4,14.35773450098015,23.55555125655097,31.28281271495494,3.276220921675213,12.34857386362222,452,0.6586698302375358,0.2831724667734177,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_74,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,13.04666651254922,113.7100764700883,18.65600330961957,1.002824076494149,64.36028695079861,2024,0.2076594019474625,8.687842259778815,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_55,1.0,1.0,1.0,1.0,1.0,0.0,0.354,0.81,0.493,0.327,0.327,0.646,28,4,27.1270347438299,120.1651909525661,31.34270223284302,2.336007887434762,41.75938004088888,1960,0.1849678663292313,9.704834911757185,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_62,1.0,1.0,1.0,1.0,1.0,0.0,0.333,0.35,0.341,0.206,0.206,0.667,22,4,6.766083002697552,14.1657773642442,8.991160893571706,0.549164122209312,9.79659465035833,399,0.710136231739356,0.1313307338628514,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_23,0.444,1.0,0.615,0.444,0.444,0.556,0.938,0.606,0.736,0.583,0.583,0.062,178,4,10.74588663640014,19.66552302465748,15.08443271402035,1.725393482567938,12.14458833451388,357,0.832106813063754,0.2328509324406786,20171005,1,0,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_58,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.143,0.182,0.1,0.1,0.75,22,4,24.93971953973737,97.39208585660336,32.28607595205995,2.8592490598358,34.88687602353055,1633,0.21352150871662,5.416748363099944,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_32,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.632,0.304,0.179,0.179,0.8,19,4,9.365299819569184,26.36070661673039,13.12620785458117,1.418486414315749,17.49311080755555,479,0.6826073779839683,0.4839766965881932,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171005_slice01_01_CTRL1_53,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.125,0.2,0.111,0.111,0.5,32,4,11.64595571793224,18.35038716666945,32.01299398142368,2.893599133546991,10.94582084668889,546,0.5341448722038806,0.2315202627629697,20171005,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_53,1.0,1.0,1.0,1.0,1.0,0.0,0.645,0.69,0.667,0.5,0.5,0.355,32,8,18.96787358211095,93.4865507841903,34.28047089842448,3.821903753020318,40.37479682236245,1954,0.1898599124110482,6.514477425744875,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_87,1.0,0.3,0.462,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,8,16.22553907967927,93.6621791155817,15.27686587151934,2.525269455741595,50.21225001709976,1375,0.284493125461202,3.776695792360711,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_74,1.0,1.0,1.0,1.0,1.0,0.0,0.522,0.4,0.453,0.293,0.293,0.478,32,8,21.34271544826959,147.0056343094685,24.19933768904794,3.366430610841581,65.09690756027827,1949,0.2042043800406989,13.35687437187277,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_76,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,8,13.87595868163707,70.448134880539,18.22230300786868,2.866923529653036,39.73658317731397,1113,0.3384615770704372,2.979736051686349,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,8,7.785621645749622,28.36734453171049,5.854657312160766,1.03517606069589,20.74060492143852,487,0.6846979420294944,0.5509667334774767,20170420,1,0,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_75,1.0,1.0,1.0,1.0,1.0,0.0,0.056,0.036,0.043,0.022,0.022,0.944,28,8,18.31083488289184,110.6255581556921,23.67890013069934,3.557884058687169,52.52861902117817,1513,0.2581907799300729,7.3348371568478,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_73,1.0,1.0,1.0,1.0,1.0,0.0,0.182,0.182,0.182,0.1,0.1,0.818,35,8,15.46584083276055,70.11149564032863,32.0738991832625,4.263273365354063,35.37738623698429,1325,0.2767044224174977,3.400432579984669,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_41,1.0,0.25,0.4,0.25,0.25,0.0,0.292,0.318,0.304,0.179,0.179,0.708,23,8,6.165680964987365,23.94537720061137,4.134094947868606,0.8346987154126349,18.40272837692983,412,0.7863414806807894,0.4342429167483766,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_85,1.0,1.0,1.0,1.0,1.0,0.0,0.316,0.333,0.324,0.194,0.194,0.684,18,8,20.58947621375702,137.9956434520419,27.77949621742336,3.874263602403448,60.78986243555426,1970,0.2009662982942406,12.66352582900356,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_86,1.0,1.0,1.0,1.0,1.0,0.0,0.067,0.043,0.053,0.027,0.027,0.933,23,8,20.42995671292168,140.6131518154005,23.47359568564019,3.467158416579728,63.47214500921736,1808,0.2201594620023525,11.57162156912872,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_52,1.0,1.0,1.0,1.0,1.0,0.0,0.667,0.733,0.698,0.537,0.537,0.333,32,8,20.51917944468896,117.0555461487318,28.08854430759889,3.876096725249367,51.36440177231302,1863,0.2072896056925012,9.427187537607955,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_84,1.0,1.0,1.0,1.0,1.0,0.0,0.409,0.5,0.45,0.29,0.29,0.591,19,8,16.06088894116608,77.56165669615311,36.10935766290905,3.039938535913507,35.86762205707522,1703,0.2154031229050384,5.10529924067886,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_44,1.0,1.0,1.0,1.0,1.0,0.0,0.757,0.903,0.824,0.7,0.7,0.243,34,8,20.4124555596069,110.7458085920434,15.6801061112692,2.495212264312362,51.84970533552143,1930,0.201224303688156,6.790371893675847,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_43,1.0,1.0,1.0,1.0,1.0,0.0,0.703,0.897,0.788,0.65,0.65,0.297,32,8,22.244984058687,139.0324305330137,19.1267837937977,2.928163470730036,60.98759713515184,2379,0.1662878789954082,11.54849465958681,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_62,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.333,0.333,0.5,22,8,10.48781613410085,40.87209791776624,45.35918624785326,-5.065629767584562,23.52728840947357,865,0.3916252449343546,1.581516962837557,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20170420_slice01_01_CTRL1_0006_33,1.0,0.917,0.957,0.917,0.917,0.0,0.438,0.438,0.438,0.28,0.28,0.562,35,9,14.8274874388962,59.49845609526626,26.31295280543608,2.89876353588954,31.47242387571506,1234,0.2924987240893656,1.716904305945141,20170420,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_66,0.222,1.0,0.364,0.222,0.222,0.778,0.333,0.214,0.261,0.15,0.15,0.667,14,4,19.46968896740804,41.8585919926974,62.81396238314733,4.777743801342913,16.97296670732531,941,0.3316981708412949,0.9091137809088897,20171107,1,0,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_85,1.0,1.0,1.0,1.0,1.0,0.0,0.282,0.733,0.407,0.256,0.256,0.718,15,4,20.20203330477521,41.87893021688963,77.536366241966,4.262187173946995,15.99034729125002,1312,0.2383148671681861,0.9925321636371981,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_54,1.0,1.0,1.0,1.0,1.0,0.0,0.312,1.0,0.476,0.312,0.312,0.688,10,4,17.66402482022607,27.39419852916956,106.877623712677,5.99762527670016,11.4782550202963,982,0.2986805994133995,0.5193821000045858,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_82,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.538,0.341,0.206,0.206,0.75,13,4,10.0558127205457,14.64970670923711,50.53163030108799,-2.756703672988131,9.259675735518215,619,0.450607509537758,0.1931901430199509,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_86,0.184,1.0,0.311,0.184,0.184,0.816,0.073,0.6,0.129,0.069,0.069,0.927,15,4,20.57828661104825,42.72714609394516,72.98840824302142,4.87377133401332,16.17018841345678,1266,0.2468761639646193,1.127318488284808,20171107,1,0,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_53,0.833,1.0,0.909,0.833,0.833,0.167,0.071,1.0,0.132,0.071,0.071,0.929,10,4,17.7520018126395,28.05940457810496,72.70873098604301,3.197855868982143,12.0014711145523,1064,0.2788748825028531,0.4106496602910208,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_62,1.0,1.0,1.0,1.0,1.0,0.0,0.323,1.0,0.488,0.323,0.323,0.677,10,4,21.35284584668786,48.94659432597033,72.77203637352517,3.811000736348342,17.06523730869754,1492,0.2173345767519034,1.524594723906488,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_83,1.0,1.0,1.0,1.0,1.0,0.0,0.333,0.667,0.444,0.286,0.286,0.667,15,4,11.72439614155905,16.7546594348491,67.36668456982274,-1.107729553310284,9.802668563386113,671,0.422487560043098,0.234680722308982,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_84,0.147,1.0,0.256,0.147,0.147,0.853,0.098,0.667,0.171,0.093,0.093,0.902,16,4,22.88530653567981,55.22854611118743,57.17990036367914,3.556002388993435,19.15314768470987,1587,0.1986995691650136,1.849816627733767,20171107,1,0,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_87,1.0,1.0,1.0,1.0,1.0,0.0,0.412,1.0,0.583,0.412,0.412,0.588,14,4,19.3014789204613,39.00439482716445,73.98075967410146,5.294295803389707,15.69488093988054,944,0.3271190073099721,0.8714426225037609,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_43,1.0,1.0,1.0,1.0,1.0,0.0,0.333,1.0,0.5,0.333,0.333,0.667,10,4,14.78713230044183,20.84880917862377,44.14051981041715,2.233279264401975,10.70224292716435,748,0.3907278153193967,0.2028593379543586,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171107_slice02_01_CTRL1_51,1.0,1.0,1.0,1.0,1.0,0.0,0.289,1.0,0.449,0.289,0.289,0.711,11,4,4.578406296715121,9.472492514879304,5.196188037894755,0.2045995816308459,7.50682746329877,330,0.7938372174456076,0.07639781911734424,20171107,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_68,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,13.32524965510152,34.87480349858259,21.30187277214936,2.956757909598804,19.43019394498752,598,0.5438508743431517,0.6324190214335456,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,8.28040672225825,16.57286573279113,24.65099456626904,2.952683954074582,10.95917230603018,367,0.7814339702932152,0.2089881280873386,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_73,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,15.18604855761764,33.36411246084271,22.74866922097125,1.640770310668884,17.0393982629436,850,0.372862625308769,0.5896307059722334,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_87,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,17.70998027915394,51.81084967634339,55.27606239463253,-5.050182383885761,21.56897650341543,1032,0.3208167392858445,2.421348898743091,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_53,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,9.429427299096565,16.91551602978629,43.63906307239602,-4.179867351690326,9.972379109014955,411,0.6824944780993405,0.2677691592951267,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_54,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,7.742535884317242,15.22032467700283,27.37451836169366,3.180463983752131,10.06701524693446,388,0.7263107579550746,0.1876291366473197,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_62,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,12.37443981284468,25.02783515156876,29.31762306452362,0.5267702942083822,13.68653049415936,727,0.4190730391257962,0.4433509701373718,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_86,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,15.05560350832495,37.51770120991875,35.31621151717206,-1.352916543426657,18.4386384771032,966,0.3350080430752779,1.144985475817839,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_74,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,17.25315095698712,44.46602308766339,28.0594117278449,3.241723834554273,21.04620619979809,993,0.3336610488891866,0.9933765836559113,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_55,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,13.09067124400273,32.17871027223081,22.15404457372674,2.787896602529276,18.24009193131106,656,0.4914308006760546,0.5299351744109492,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_76,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,14.05408299567427,34.07183434573861,26.80703520821182,2.919945514376293,18.24514378468304,793,0.4075698463805392,0.5531588356195636,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_75,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,14.03250205004484,31.1839385049973,23.96350862281539,2.28252977744447,16.9388192388765,771,0.4129886917704653,0.4941657784625086,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_66,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,16.25392564143857,44.9430028724633,37.85512245196396,-4.130910473416463,20.38984043074892,974,0.3333765546512383,1.85749155755201,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
20171128_slice03_01_CTRL1_84,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,12.2706590680047,26.4555767422936,57.13160723922244,-4.295120163742098,13.56662961009539,720,0.4205660914660013,0.670665247758107,20171128,1,1,"SNR, RMS, Kurtosis, Skewness, MAD, Peak-to-Peak, Entropy, PSD"
